Key,german
response_1135977914,Wissenschaftliches Handwerk 1 (3000 Dukes)
response_1135977915,Wissenschaftliches Handwerk 2 (6000 Dukes)
response_1135977916,Wissenschaftliches Handwerk 3 (9000 Dukes)
response_1135977917,Wissenschaftliches Handwerk 4 (12000 Dukes)
response_1135977918,Wissenschaftliches Handwerk 5 (15000 Dukes)
response_1135977919,Schlachtwerkzeuge 1 (3000 Dukes)
response_1135977920,Schlachtwerkzeuge 2 (6000 Dukes)
response_1135977921,Schlachtwerkzeuge 3 (9000 Dukes)
response_-113720775,Aloe-Creme (200 Dukes)
response_-113720776,Erste-Hilfe-Bandage (200 Dukes)
response_-113720777,"Mörser und Stößel (200 Dukes)"
response_-113720778,Gipsabdruck (200 Dukes)
response_-113720779,Erste-Hilfe-Kasten (400 Dukes)
response_-113720780,Recog (400 Dukes)
response_-113720781,Fortbites (400 Dukes)
responseID_-1931532972,"Können Sie mir neue Rezepte beibringen?"
responseID_-519706824,"Können Sie mir beibringen, wie ich besser basteln kann?"
response_1135977922,Waffenhandwerk 1 (3000 Dukes)
response_1135977923,Waffenhandwerk 2 (6000 Dukes)
response_1135977924,Waffenhandwerk 3 (9000 Dukes)
response_1135977925,Waffenhandwerk 4 (12000 Dukes)
response_1135977926,Waffenhandwerk 5 (15000 Dukes)
response_1135977927,"Schlittenhammer-Handwerk 1 (3000 Herzöge)"
response_1135977928,"Schlittenhammer-Handwerk 2 (6000 Herzöge)"
response_1135977929,Schlittenhammer Handwerk 3 (9000 Dukes)
response_-113720782,Do It Yourself 1 (200 Dukes)
response_-113720783,Do It Yourself 2 (200 Dukes)
response_-113720784,Do It Yourself 3 (200 Dukes)
response_-113720785,"Grundlagen der Elektrizität 1 (200 Dukes)"
response_-113720786,"Grundlagen der Elektrizität 2 (200 Dukes)"
response_-113720787,Elektrische Nahkampf-Fallen 1 (200 Dukes)
response_-113720788,Elektrische Nahkampf-Fallen 2 (200 Dukes)
response_-113720789,Elektrische Fernkampf-Fallen 1 (200 Dukes)
response_-113720790,Elektrische Fernkampf-Fallen 2 (200 Dukes)
response_-113720791,Elektrische Fernkampf-Fallen 3 (200 Dukes)
response_-113720792,Motorrad (10000 Dukes)
TraderBobMasterMechanic,Mechanikermeister (100000 Dukes)
TraderBobMasterScavenger,Meister Scavenger (100000 Dukes)
TraderJenMasterScientist,Meisterwissenschaftler (100000 Dukes)
TraderHughMasterHunter,"Meisterjäger (100000 Dukes)"
TraderHughMasterLaborer,Werkmeister (100000 Dukes)
TraderJoelMasterSurvivalist,"Meister des Überlebenskampfes (100000 Dukes)"
TraderJoelMasterSecurity,Master Security (100000 Dukes)
TraderRektMasterFarmer,Meisterlandwirt (100000 Dukes)
statement_1491868663,"Sicher. Ich habe noch ein paar andere Jobs, die Sie machen können."
responseID_-1931532973,Haben Sie eine andere Arbeit?
response_-113720860,Offene Handelsrouten (Stufe 1)
response_-113720861,Offene Handelsrouten (Stufe 2)
response_-113720862,Offene Handelsrouten (Stufe 3)
response_-113720863,Offene Handelsrouten (Stufe 4)
response_-113720864,Offene Handelsrouten (Stufe 5)
EveQuestAskText,Haben Sie einen Job?
EveQuestOfferText,"Sicher. Ich habe ein paar Besorgungen für Sie zu machen"
EveQuestOne,Quest - Der Test
EveQuestTwo,Suche - Die Gunst
EveQuestThree,Quest - Die Belohnung
MeetingDoctorAnna,Quest - Treffen mit Dr. Anna
RazorNoWorkResponseText,Hey. Hast du Arbeit?
RazorNoWorkStatementText,Nein. Ich traue dir nicht. Geh zum Scout.
EveNoWorkResponseText,Hey. Hast du Arbeit?
EveNoWorkStatementText,Nein. Ich traue dir nicht. Hol dir erst Razors Vertrauen.
AnnaNoWorkResponseText,Hey. Hast du Arbeit?
AnnaNoWorkStatementText,Nein. Ich traue dir nicht. Geh und hilf Eve.
questmedicalFirstAidBandage,Erste-Hilfe-Kasten
questmedicalSplint,Schiene
questdrugVitamins,Vitamine
questfoodMeatStew,Fleischeintopf
questdrinkJarBeer,Bier
questammo9mmBulletBall,9mm Munition
questammo762mmBulletBall,7.62mm Munition
DFturd,"Ein menschlicher Scheißhaufen"
DFturdDesc,"Ein ekelerregender Scheißhaufen. Hebe nur das saubere Ende auf. Er kann auf deine Freunde geworfen werden oder um Zombies abzulenken."
DFtitaniumBladeTrap,Titan-Klingenfalle
DFtitaniumBladeTrapDesc,"Funktioniert wie eine normale Klingenfalle, ist aber aus Titan gefertigt. Doppelte Haltbarkeit gegenüber der normalen Klingenfalle."
DFmeleeWpnSpearScrap,Schrotteisenspeer
DFmeleeWpnSpearScrapDesc,"Ein Speer, der aus zufällig im Ödland gefundenen Metallstücken hergestellt wurde. Etwas haltbarer und etwas mehr Schaden als sein Gegenstück aus Stein"
DFmeleeWpnKnucklesScrap,Schlagring aus Alteisen
DFmeleeWpnKnucklesScrapDesc,"Knucles aus Metallschrott, Klebeband und Hoffnung gemacht. Macht etwas mehr Schaden als die Lederversion."
DFmeleeWpnClubScrap,Schrotteisenverein
DFmeleeWpnClubScrapDesc,"Ein Metallklumpen, in den Eisenstücke eingehämmert sind. Das macht ihn etwas haltbarer."
meleeWpnBatonT1JunkBaton,Schrott-Schlagstock
meleeWpnBatonT1JunkBatonDesc,"Dieser aus Schrott hergestellte Schlagstock ist leicht, hat aber dennoch eine ordentliche Schlagkraft."
DFmeleeWpnPowerHammer,Krafthammer
DFmeleeWpnPowerHammerDesc,"Waffe der Laser-Klasse. Deaktiviert die Regeneration von Dämonen. Könnte möglicherweise als Golfschläger verwendet werden.\nBehindert die dämonische Regeneration."
DFmeleeWpnPlasmaAxe,Plasma-Axt
DFmeleeWpnPlasmaAxeDesc,"Waffe der Laser-Klasse. Deaktiviert die Regeneration von Dämonen. Großartig beim Entfernen von Gliedmaßen, aber nicht sehr gut beim Fällen von Bäumen.\nDeaktiviert die dämonische Regeneration."
DFresourceArrowHeadScrapIron,Schrotteisen-Pfeilspitze
DFresourceArrowHeadScrapIronDesc,"Pfeilspitze, hergestellt aus zufällig im Ödland gefundenen Eisenstücken. Wird zur Herstellung von Schrotteisenpfeilen verwendet."
DFammoArrowScrapIron,Schrotteisenpfeil
DFammoArrowScrapIronDesc,"Verursacht etwas mehr Schaden als Steinpfeile. Würde Tetanus verursachen, wenn Zombies tatsächlich lebendig wären."
DFCoilshotgun,Coilshotgun
DFCoilshotgunDesc,Spulenversion der automatischen Schrotflinte. Verteilt den Tod in rasantem Tempo.
DFCoilshotgunBarrel,Coilshotgun-Lauf
DFCoilshotgunReceiver,"Coilshotgun-Empfänger"
DFCoilshotgunComponentsDesc,"Ein für die Herstellung der Coilshotgun erforderliches Teil"
DFammoShotgunCoilshell,"Spiralgehäuse"
DFammoShotgunCoilslug,Spulenschlepper
DFammoShotgunCoilBreachingSlug,Brechende Spiralschnecke
DFammoShotgunCoilDesc,"Spezialmunition für die Coilshotgun. Verursacht etwas mehr Schaden an Dämonen und erfordert kein Schießpulver zur Herstellung."
DFpulseGrenade,Pulsgranate
DFpulseGrenadeDesc,"Verursacht mehr Schaden an organischen Gegenständen als eine Standardgranate. Sehr wenig Schaden an Strukturen."
DFresourceAnimalPoisonExtract,Tiergift
DFresourceAnimalPoisonExtractDesc,"Gift, das aus dem Kadaver eines wilden Tieres gewonnen wird. Wird zur Herstellung von Gegengift verwendet."
DFantivenom,Gegengift
DFantivenomDesc,"Wird verwendet, um den Schwächungszauber ""Tiergift"" zu entfernen."
modArmorInsulatedLinerAdv,Fortschrittliche isolierte Auskleidung
modArmorCoolingMeshAdv,"Fortschrittliches Kühlnetz"
perkBarBrawling8CompleteLongDesc,Der 7. Fluch: Entfessle dein inneres Chi mit dieser uralten Kampfkunsttechnik. Der 7. Nahkampfangriff in kurzer Zeit verursacht 300% Schaden.
buffRadResistDisplayName,"Strahlungsbeständigkeit"
buffRadResistDisplayDesc,"Gesamter Strahlungswiderstand, den Sie derzeit haben."
buffWatchTimeName,Siehe
buffWatchTimeDesc,"Du trägst einen Uhrenmod in deinen Handschuhen. Sie zeigt dir die Zeit an"
buffLegBrokenDesc,"Ihr gebrochenes Bein bremst Sie aus. Ein Gipsverband wird die Heilung beschleunigen. Springen oder Sprinten verzögert die Heilung oder verletzt dich sogar. Dein Wohlbefinden wurde dauerhaft um 5 reduziert."
buffArmBrokenDesc,"Ihr Arm ist gebrochen und verlangsamt Ihre Waffenhandhabung, Nachladegeschwindigkeit und Schwunggeschwindigkeit. Ein Gipsverband wird die Heilung beschleunigen. Fern- oder Machtangriffe verzögern die Heilung oder verletzen dich sogar. Dein Wohlbefinden wurde dauerhaft um 5 reduziert."
buffInjuryAbrasionDesc,"Beulen und blaue Flecken sind die häufigste Art von Verletzungen und heilen mit der Zeit ab. Perks oder medizinische Gegenstände wie Aloe-Creme, Erste-Hilfe-Verbände oder Erste-Hilfe-Kästen erhöhen die Heilungsgeschwindigkeit. Dein Wohlbefinden wurde dauerhaft um 3 reduziert."
buffInjuryConcussionDesc,"Du hast eine Gehirnerschütterung erlitten und alle Attribute sind um 1 gesenkt. Verwende Schmerzmittel, um dies zu heilen. Dein Wohlbefinden wurde dauerhaft um 5 reduziert."
buffLacerationDesc,"Eine tiefe Risswunde kann nur mit einem Erste-Hilfe-Kasten oder Nähzeug richtig behandelt werden, aber ein einfacher Verband wird die Blutung stoppen. Dein Wohlbefinden wurde dauerhaft um 5 reduziert."
buffFatiguedDesc,"Du bist erschöpft und erleidest bei allen Angriffen 10% mehr Schaden. Essen Sie Vitamine, um dies zu heilen. Dein Wohlbefinden wurde dauerhaft um 3 reduziert."
buffLegSprainedDesc,"Ihr Bein ist verstaucht und bremst Sie aus. Es wird einige Zeit dauern, bis das verheilt ist. Springen oder Sprinten verzögert die Heilung oder verletzt Sie sogar. Weitere kritische Treffer können zu einem gebrochenen Bein führen."
buffArmSprainedDesc,"Dein Arm ist verstaucht und verlangsamt deine Waffenhandhabung, das Nachladen und die Schwunggeschwindigkeit. Die Heilung wird einige Zeit in Anspruch nehmen.\nFern- oder Kraftangriffe verzögern die Heilung oder verletzen dich sogar. Weitere kritische Treffer können zu einem gebrochenen Arm führen."
buffLegCastDesc,"Ihr Bein ist eingegipst und wird nun schneller heilen. Springen oder Sprinten verzögert die Heilung oder verletzt Sie sogar. Weitere kritische Treffer können zu einem gebrochenen Bein führen."
buffLegSplintedDesc,"Ihr Bein ist geschient und braucht Zeit, um zu heilen. Springen oder Sprinten verzögert die Heilung oder verletzt Sie sogar. Weitere kritische Treffer können zu einem gebrochenen Bein führen."
buffArmCastDesc,"Ihr Arm ist eingegipst und verlangsamt Ihre Waffenhandhabung, das Nachladen und die Schwunggeschwindigkeit. Es wird einige Zeit dauern, bis er geheilt ist. Fern- oder Kraftangriffe verzögern die Heilung oder verletzen Sie sogar. Weitere kritische Treffer können zu einem gebrochenen Arm führen."
buffArmSplintedDesc,"Ihr Arm ist geschient und verlangsamt Ihre Waffenhandhabung, das Nachladen und die Schwunggeschwindigkeit. Es wird einige Zeit dauern, bis dies verheilt ist. Fern- oder Machtangriffe verzögern die Heilung oder verletzen Sie sogar. Weitere kritische Treffer können zu einem gebrochenen Arm führen."
buffInjuryAbrasionTreatedDesc,"Sie haben Ihre Schürfwunden behandelt und sie heilen jetzt schneller."
zombieScreamerRadiated,Strahlungsschreier
zombieSnowRadiated,"Ausgestrahlter Holzfäller"
zombieUtilityWorkerRadiated,Gestrahlter Versorgungsmitarbeiter
zombieBikerFeral,Wilder Zombie-Biker
zombieStripperRadiated,Gestrahlter Abstreifer
meleeWpnFlamethrower,Flammenwerfer
meleeWpnFlamethrowerDesc,"Pistole mit angeschnalltem Gastank. Speit Feuer auf deine Feinde. Gut zum Töten von Spinnen."
drugDiazepam,Diazepam
drugDiazepamDesc,"Ein Medikament, das häufig von Scharfschützen verwendet wird, um die Nerven zu beruhigen und das Zittern der Hände zu reduzieren."
DFresourceHazmatFiber,Gefahrgut-Faser
DFresourceHazmatFiberDesc,Teile eines Gefahrgutanzugs.
DFcombatAxeSchematic,Schematische Darstellung der Kampfaxt
DFcombatAxeSchematicDesc,Hinweise zum Bau einer Streitaxt.
buffDrugDiazepamName,Diazepam
buffDrugDiazepamDesc,"Dieses Medikament beruhigt Ihre Nerven und hilft, Ihr Ziel zu stabilisieren"
buffDrugDiazepamTooltip,"Das Zittern in deinen Händen scheint verschwunden zu sein"
perkASBlunt1Desc,"Erhöht den Schaden um 5%. Erhöht die Anzahl der Angriffe pro Minute um 5%. Verringert den Ausdauerverbrauch um 5%. Dies erhöht sich auf Stufe 21."
perkASBlunt2Desc,"Erhöht den Schaden um 10%. Erhöht die Anzahl der Angriffe pro Minute um 10%. Verringert den Ausdauerverbrauch um 10%. Dies erhöht sich auf Stufe 41. Verringert die Bewegung der Zombies bei Beintreffern."
perkASBlunt3Desc,"Erhöht den Schaden um 15%. Erhöht die Anzahl der Angriffe pro Minute um 15%. Verringert den Ausdauerverbrauch um 15%. Dies erhöht sich auf Stufe 61. Verringert die Bewegung der Zombies bei Beintreffern."
perkASBlunt4Desc,"Erhöht den Schaden um 20%. Erhöht die Anzahl der Angriffe pro Minute um 20%. Verringert den Ausdauerverbrauch um 20%. Dies erhöht sich auf Stufe 81. Verringert die Bewegung der Zombies bei Beintreffern. Erhöht die Niederschlagschance um 25%."
perkASBlunt5Desc,"Erhöht den Schaden um 25%. Erhöht die Anzahl der Angriffe pro Minute um 25%. Verringert den Ausdauerverbrauch um 25%. Verringert die Bewegung der Zombies bei Beintreffern. Erhöht die Niederschlagschance um 25%. Füllt die Ausdauer wieder auf, wenn du etwas mit einem Power-Angriff tötest."
perkASBlades1Desc,"Erhöht den Schaden um 5%. Erhöht die Anzahl der Angriffe pro Minute um 5%. Verringert den Ausdauerverbrauch um 5%. Dies erhöht sich auf Stufe 21. 30%ige Chance, beim primären Angriff eine Blutung zu verursachen."
perkASBlades2Desc,"Erhöht den Schaden um 10%. Erhöht die Anzahl der Angriffe pro Minute um 10%. Verringert den Ausdauerverbrauch um 10%. Dies erhöht sich auf Stufe 41. 40%ige Chance, beim primären Angriff eine Blutung zu verursachen."
perkASBlades3Desc,"Erhöht den Schaden um 15%. Erhöht die Anzahl der Angriffe pro Minute um 15%. Verringert den Ausdauerverbrauch um 15%. Dies erhöht sich auf Stufe 61. 50%ige Chance, beim primären Angriff eine Blutung zu verursachen."
perkASBlades4Desc,"Erhöht den Schaden um 20%. Erhöht die Anzahl der Angriffe pro Minute um 20%. Verringert den Ausdauerverbrauch um 20%. Dies erhöht sich auf Stufe 81. 60%ige Chance, beim primären Angriff eine Blutung zu verursachen."
perkASBlades5Desc,"Erhöht den Schaden um 25%. Erhöht die Anzahl der Angriffe pro Minute um 25%. Verringert den Ausdauerverbrauch um 25%. 70%ige Chance, beim primären Angriff eine Blutung zu verursachen."
perkASPistols1Desc,"Erhöht den Schaden um 5%. Erhöht die Feuerrate um 5%. Lädt 5% schneller nach. Dies erhöht sich auf Stufe 21."
perkASPistols2Desc,"Erhöht den Schaden um 10%. Erhöht die Feuerrate um 10%. Lädt 10% schneller nach. Dies erhöht sich auf Stufe 41. Verringert die Bewegungsgeschwindigkeit der Zombies bei einem Beinschuss."
perkASPistols3Desc,"Erhöht den Schaden um 15%. Erhöht die Feuerrate um 15%. Lädt 15% schneller nach. Dies erhöht sich auf Stufe 61. Verringert die Bewegungsgeschwindigkeit von Zombies bei Beinschüssen. Pistolen verursachen jetzt Blutungen."
perkASPistols4Desc,"Erhöht den Schaden um 20%. Erhöht die Feuerrate um 20%. Lädt 20% schneller nach. Dies erhöht sich auf Stufe 81. Verringert die Bewegungsgeschwindigkeit von Zombies bei Beinschüssen. Pistolen verursachen jetzt Blutungen. Pistolen ignorieren 30% Rüstung, wenn sich das Ziel innerhalb von 5 Blöcken befindet."
perkASPistols5Desc,"Erhöht den Schaden um 25%. Erhöht die Feuerrate um 25%. Um 25% schnelleres Nachladen. Verringert die Bewegungsgeschwindigkeit von Zombies bei Beinschüssen. Pistolen verursachen jetzt Blutungen. Pistolen ignorieren 30% Rüstung, wenn sich das Ziel innerhalb von 5 Blöcken befindet."
perkASShotguns1Desc,"Erhöht den Schaden um 5%. Erhöht die Feuerrate um 5%. Lädt 5% schneller nach. Dies erhöht sich auf Stufe 21."
perkASShotguns2Desc,"Erhöht den Schaden um 10%. Erhöht die Feuerrate um 10%. Lädt 10% schneller nach. Dies erhöht sich auf Stufe 41. Erhöht den Schaden an Holz um 300%."
perkASShotguns3Desc,"Erhöht den Schaden um 15%. Erhöht die Feuerrate um 15%. Lädt 15% schneller nach. Dies erhöht sich auf Stufe 61. Erhöht den Schaden an Holz um 300%."
perkASShotguns4Desc,"Erhöht den Schaden um 20%. Erhöht die Feuerrate um 20%. Lädt 20% schneller nach. Dies erhöht sich auf Stufe 81. Erhöht den Schaden an Holz um 300%. Erhöht den Schaden mit Schrotflinten um 20%."
perkASShotguns5Desc,"Erhöht den Schaden um 25%. Erhöht die Feuerrate um 25%. Lädt 25% schneller nach. Erhöht den Schaden an Holz um 300%. Erhöht den Schaden mit Schrotflinten um 20%. Erhöht die Chance auf Zerstückelung um 30%, wenn sich das Ziel innerhalb von 3 Blöcken befindet."
perkASRifles1Desc,"Erhöht den Schaden um 5%. Erhöht die Feuerrate um 5%. Lädt 5% schneller nach. Dies erhöht sich auf Stufe 21."
perkASRifles2Desc,"Erhöht den Schaden um 10%. Erhöht die Feuerrate um 10%. Lädt 10% schneller nach. Dies erhöht sich auf Stufe 41."
perkASRifles3Desc,"Erhöht den Schaden um 15%. Erhöht die Feuerrate um 15%. Lädt 25% schneller nach. Dies erhöht sich auf Stufe 61. Verringert die Bewegung der Zombies bei einem Beinschuss."
perkASRifles4Desc,"Erhöht den Schaden um 20%. Erhöht die Feuerrate um 20%. Lädt 30% schneller nach. Dies erhöht sich auf Stufe 81. Verringert die Bewegung der Zombies bei einem Beinschuss. Erhöht den Schaden beim Zielen mit einem Zielfernrohr um 10%."
perkASRifles5Desc,"Erhöht den Schaden um 25%. Erhöht die Feuerrate um 25%. 45% schnelleres Nachladen. Verringert die Bewegung der Zombies bei einem Beinschuss. Erhöht den Schaden beim Zielen mit einem Zielfernrohr um 10%. Betäubt Zombies bei einem Kopfschuss."
buffArmBrokenTooltip,Ihr Arm ist gebrochen. Ein Gipsverband wird die Heilung beschleunigen.
buffLegBrokenTooltip,"Ihr Bein ist gebrochen. Ein Gips würde die Heilung beschleunigen."
statEntityDamageRifle,Schaden durch Gewehre
statSpreadMultiHip,"Ausbreitung des Hüftfeuers"
statSpreadMultiAim,Feuerausbreitung anvisieren
DFgrowingCropsTip,"Der Anbau von Nutzpflanzen in Darkness Falls erfordert ein wenig zusätzliche Arbeit. Mit der Schrotthacke oder der Eisenhacke können Sie den Boden für die Anpflanzung vorbereiten, oder Sie können den Ackerbaublock verwenden. Wenn du die Hacke benutzt, wird die Erde neben dem Block, den du aufgewertet hast, zu normaler Erde, also bedenke das und plane entsprechend. Alle Pflanzen brauchen innerhalb von 4 Blöcken Wasser, sonst werden sie nicht wachsen. Dies gilt nicht für Bäume.\n\nDie Bauernklasse hat Zugang zu Bewässerungssystemen, die die Notwendigkeit von Wasser in der Nähe der Feldfrüchte ersetzen, aber die Feldfrüchte müssen innerhalb von 2 Blöcken in jeder Richtung von einem Bewässerungsrohr entfernt sein.\n\nDer Vorteil ""Vom Land leben"" erhöht die Menge an Feldfrüchten, die Sie erhalten, wenn Sie sie schlagen. Das Drücken der Aktionstaste zum Aufnehmen von Pflanzen ist nicht von dieser Fähigkeit betroffen."
DFgrowingCropsTip_title,Landwirtschaft und Ackerbau
animalBreedingTip_title,Tierhaltung
animalBreedingTip,"Die Tierhaltung funktioniert derzeit nur teilweise.\n\nErstelle ein sicheres Gehege ohne Türen und platziere das Tierbaby. Es wird schließlich laichen und im Gehege umherwandern. Du brauchst ein männliches und ein weibliches Tier, um weitere Tiere zu züchten. Im Moment kannst du sie nur für Fleisch töten. Dies wird zu einem späteren Zeitpunkt erweitert werden."
perkTranshumanName,Transhuman
perkTranshumanDesc,"All die Technik in deinem Körper zu haben, musste einen Effekt haben. Du bist jetzt mehr als ein Mensch."
perkTranshumanRank1Desc,"Erhöht den Widerstand gegen physischen Schaden um 2%. Erhöhung der Hitze- und Kälteresistenz um 2%. Erhöhung des Blockschadens und der Erntemenge um 1% für Bergbauwerkzeuge. Erhöhung des Nahkampfwaffenschadens um 1%. Die Chance, dass Nahkampfwaffen zerstückelt werden, wurde um 5% erhöht."
perkTranshumanRank2Desc,"Erhöht die Resistenz gegen physischen Schaden um 4%. Erhöhung der Hitze- und Kälteresistenz um 4%. Erhöhung des Blockschadens und der Erntemenge um 2% für Bergbauwerkzeuge. Erhöhung des Nahkampfwaffenschadens um 2%. Die Chance auf Zerstückelung durch Nahkampfwaffen wurde um 10% erhöht."
perkTranshumanRank3Desc,"Erhöht die Resistenz gegen physischen Schaden um 6%. Erhöhung der Hitze- und Kälteresistenz um 6%. Erhöhung des Blockschadens und der Erntemenge um 3% für Bergbauwerkzeuge. Nahkampfwaffenschaden um 3% erhöht. Die Chance, dass Nahkampfwaffen zerstückelt werden, wurde um 15% erhöht."
perkTranshumanRank4Desc,"Erhöht die Resistenz gegen physischen Schaden um 8%. Erhöhung der Hitze- und Kälteresistenz um 8%. Erhöhung des Blockschadens und der Erntemenge um 4% für Bergbauwerkzeuge. Erhöhung des Nahkampfwaffenschadens um 4%. Die Chance, dass Nahkampfwaffen zerstückelt werden, wurde um 20% erhöht."
perkTranshumanRank5Desc,"Erhöht den Widerstand gegen physischen Schaden um 10%. Erhöhen Sie die Hitze- und Kälteresistenz um 10%. Erhöhung des Blockschadens und der Erntemenge um 5% für Bergbauwerkzeuge. Nahkampfwaffenschaden um 5% erhöhen. Chance auf Zerstückelung durch Nahkampfwaffen um 25% erhöhen."
foodCookedChili,Gekochte Chilis
foodCookedPasta,Gekochte Nudeln
foodCookedMiso,Gekochtes Miso
foodCookedPeaSoup,Gekochte Erbsensuppe
foodCookedChickenSoup,"Gekochte Hühnersuppe"
foodCookedShamSoup,Gekochte Scham-Suppe
DFcookedCannedFoodDesc,"Gekochte Lebensmittel aus der Dose kosten zwar mehr Ressourcen, aber das Risiko einer Lebensmittelvergiftung ist ausgeschlossen, so dass sie sicher verzehrt werden können."
statReloadSpeedMultiplier,Nachladegeschwindigkeit
DFgunBlackSky,[DECEA3]Schwarzer Himmel[-]
DFgunBlackSkyDesc,"Ein legendärer Wüstengeier, der, so heißt es, bei Einbruch der Nacht allen Zielen 50 % mehr Schaden zufügt."
loadingTipArmor,"Rüstung erhöht deinen Rüstungswert, der im Charakterbildschirm angezeigt wird. Ein Rüstungswert von 90 reduziert eingehenden Schaden um 90%. Rüstung kann auch einen gewissen Widerstand gegen Effekte wie Blutungen oder Betäubung bieten. Einige Rüstungen verlangsamen dich und verbrauchen mehr Ausdauer, um sich zu bewegen."
loadingTipArmor_title,"Rüstung"
loadingTipAxes,"Äxte eignen sich hervorragend zum Sammeln von Holz, sind aber nicht die Waffe der Wahl, um Zombies zu töten."
loadingTipAxes_title,Achsen
loadingTipBandages,"Manche Schnittwunden können so schwerwiegend sein, dass du verblutest. Trage Verbände an deinem Gürtel, damit du sie schnell mit [Aktion:Lokal:Primär] anlegen kannst, um die Blutung zu stoppen. Verwende [Aktion:Lokal:Sekundär] bei einem Verbündeten, um ihn zu heilen."
loadingTipBandages_title,Bandagen
loadingTipBaseUpgrading,"Bausteine können mit Hilfe von Materialien und einer Steinaxt zu stärkeren Versionen aufgewertet werden. Die gängigsten Aufwertungsmaterialien sind: Holz, Kopfsteinpflaster, Betonmischung und geschmiedeter Stahl."
loadingTipBaseUpgrading_title,Aufwertung der Basis
loadingTipBuffs,"Während des Spiels werdet ihr viele Statuseffekte haben. (Verstärker und Schwächungszauber)\nWährend Sie sich in einem beliebigen Spielmenü befinden, z. B. Fertigkeiten oder Handwerk, klicken Sie auf das Effektsymbol ganz links und Sie werden zur Beschreibung des Effekts geführt."
loadingTipBuffs_title,Status-Effekte
loadingTipDistraction,"Indem du einen kleinen Stein oder einen Schneeball wirfst, kannst du einen untätigen oder umherstreifenden Zombie ablenken. Halte [Aktion:Lokal:Primär] gedrückt, um deinen Wurf aufzuladen, und sieh zu, wie sie dorthin gehen, wohin du sie abgelenkt hast."
loadingTipDistraction_title,Ablenkung
loadingTipExtCharStats,"Um das Charaktermenü aufzurufen, drücke [action:local:Inventory][action:permanent:Character], wähle unter dem Namen deines Charakters die Registerkarte Extended Character Stats aus, um alle Werte deines Charakters zu sehen, einschließlich Perks, Buffs, ausgerüstete Kleidung, Rüstung und Waffen."
loadingTipExtCharStats_title,Erweiterte Charakter-Statistiken
loadingTipGlue,"Kochen Sie Knochen in einem Kochtopf oder einer Chemiestation zu Leim. Kleber ist eine wichtige Zutat für die Herstellung von Klebeband, dem nützlichsten Gegenstand in der Apokalypse."
loadingTipGlue_title,Kleber
loadingTipHarvestingCorpses,"Tierkadaver und verrottete Überreste können für Haut, Fleisch und Knochen geerntet werden. Knochen werden zur Herstellung von Leim und Klebeband verwendet. Eine Steinaxt ist ausreichend, aber Messer und Macheten sind effizienter. Ein Knochenmesser kann früh hergestellt werden."
loadingTipHarvestingCorpses_title,Ernte von Leichen
loadingTipHarvestingResources,"Ernten Sie Ressourcen wie Bäume, Felsen und mehr mit Ihren Fäusten mit [action:local:Primary]. Werkzeuge sind viel schneller und liefern größere Mengen an Ressourcen."
loadingTipHarvestingResources_title,Ressourcen ernten
loadingTipItemStats,"Um die Werte eines Gegenstands zu sehen, wähle ihn zunächst in deinem Inventar aus. Im Inspektionsfenster werden die Werte des Gegenstands angezeigt, einschließlich der Auswirkungen von installierten Mods. Erfahren Sie mehr über den Gegenstand, indem Sie die Registerkarte Beschreibung auswählen.\nErfahren Sie mehr über die Gesamtstatistiken im Tipp Erweiterte Charakterstatistiken."
loadingTipItemStats_title,Artikel-Statistiken
loadingTipJournalEntries,"Sie können lernen, wie man das Spiel spielt, indem Sie die Tipps im Journal lesen, die durch das Stiftsymbol in der oberen Symbolleiste angezeigt werden.\n Drücken Sie [action:local:Inventory][action:permanent:Journal] und klicken Sie auf das blinkende Stiftsymbol, um die Journaleinträge aufzurufen."
loadingTipJournalEntries_title,"Journaleinträge"
loadingTipPickaxes,"Spitzhacken eignen sich hervorragend für den Abbau der verschiedenen Erze wie Eisen, Blei, Kohle, Ölschiefer und Kaliumnitrat."
loadingTipPickaxes_title,Spitzhacken
loadingTipQuestSharing,"Wenn du mit Freunden spielst, kannst du die meisten Quests teilen, damit alle Teilnehmer die Belohnung für die Erfüllung erhalten. Nachdem du eine Quest erhalten hast, drücke [action:local:Inventory][action:permanent:Quests] und klicke auf das Ausrufezeichen-Symbol, um auf die Quests zuzugreifen.\nWenn du auf eine Quest klickst, die geteilt werden kann, wird eine Schaltfläche über der Liste der Quests angezeigt."
loadingTipQuestSharing_title,Quests teilen
loadingTipRadials,"Die Schaltflächen für Interaktion [action:local:Aktivieren][action:permanent:Aktivieren], Nachladen [action:local:Reload][action:permanent:Reload], Taschenlampe [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] und Inventar [action:local:Inventory][action:permanent:Inventory] haben ein Radialmenü, das angezeigt wird, wenn die Schaltfläche einen Moment lang gedrückt wird. Diese bieten Ihnen je nach aktuellem Kontext weitere Optionen."
loadingTipRadials_title,"Radiale Menüs"
loadingTipScrapping,"In deinem Inventar kannst du viele geplünderte und geerntete Gegenstände bis auf ihr Grundmaterial verschrotten, um Platz zu sparen. Wenn du Gegenstände verschrottest, verlierst du 25 % des Materials, aber du kannst auch Messing- oder Eisengegenstände in einer Schmiede schmelzen, um den vollen Wert zu erhalten."
loadingTipScrapping_title,"Verschrotten von Gegenständen"
